time,tasmax_day_HadGEM2-ES_rcp45,tasmin_day_HadGEM2-ES_rcp45,relhumid-max_day_HadGEM2-ES_rcp45,relhumid-min_day_HadGEM2-ES_rcp45
2006-08-27 00:00:00+00:00,307.2790222,293.4271545,56.93273163,23.82801437
2006-08-28 00:00:00+00:00,306.2915649,292.7797241,68.48582458,28.31449699
2006-08-29 00:00:00+00:00,303.8839722,291.4820557,86.25346375,37.36858749
2006-08-30 00:00:00+00:00,301.4226379,288.4950256,91.52881622,38.01303864
2006-08-31 00:00:00+00:00,299.8895874,287.7079773,81.89659882,35.17626953
2006-09-01 00:00:00+00:00,297.5159607,285.6423645,81.2929306,35.4908905
2006-09-02 00:00:00+00:00,299.1267395,284.6807251,69.85795593,26.65016365
2006-09-03 00:00:00+00:00,301.3045654,285.8156738,63.79404449,24.02332878
2006-09-04 00:00:00+00:00,301.9344482,286.1486816,64.25646973,24.34950256
2006-09-05 00:00:00+00:00,302.8197327,286.7449646,64.15630341,23.56535339
2006-09-06 00:00:00+00:00,303.0929871,287.5950317,59.7288208,23.23053932
2006-09-07 00:00:00+00:00,304.9647522,288.2518616,60.07886124,21.64256096
2006-09-08 00:00:00+00:00,304.0535889,289.150177,57.46255493,23.31252289
2006-09-09 00:00:00+00:00,301.4291382,288.3050842,64.07671356,27.33054924
2006-09-10 00:00:00+00:00,305.0345459,288.21875,62.13693237,22.06581497
2006-09-11 00:00:00+00:00,309.0620728,291.0589905,48.15671158,16.52031517
2006-09-12 00:00:00+00:00,310.71698,293.6489868,37.35289764,14.00951767
2006-09-13 00:00:00+00:00,309.1430054,291.8442078,51.20211411,18.92801666
2006-09-14 00:00:00+00:00,306.0870972,294.5733032,61.22416687,29.17541885
2006-09-15 00:00:00+00:00,306.6156311,295.0884705,67.55527496,30.76228142
2006-09-16 00:00:00+00:00,306.2698059,292.7270813,71.78114319,28.99596596
2006-09-17 00:00:00+00:00,303.8623657,292.8460693,80.43296814,38.09432983
2006-09-18 00:00:00+00:00,301.8151245,290.5286865,96.57537842,46.78603363
2006-09-19 00:00:00+00:00,300.7594604,289.1862488,95.02229309,44.45921326
2006-09-20 00:00:00+00:00,300.4291382,289.2349243,88.19702148,39.52967072
2006-09-21 00:00:00+00:00,301.2544861,288.2211304,82.91747284,33.10945129
2006-09-22 00:00:00+00:00,300.2628174,286.8232727,76.9929657,30.60936356
2006-09-23 00:00:00+00:00,300.2619019,286.2009888,80.18976593,30.93297958
2006-09-24 00:00:00+00:00,300.2323914,286.4433899,81.71315765,31.42064476
2006-09-25 00:00:00+00:00,302.1539307,286.8987122,75.23013306,28.1359272
2006-09-26 00:00:00+00:00,304.1433411,286.866394,68.65607452,22.83409119
2006-09-27 00:00:00+00:00,303.7189026,287.2723694,60.06707764,21.81517982
2006-09-28 00:00:00+00:00,303.7398682,290.2090454,42.27647018,18.489254
2006-09-29 00:00:00+00:00,302.0639038,290.8500366,56.73989868,27.81431961
2006-09-30 00:00:00+00:00,302.269928,290.0436707,81.15524292,34.5467186
2006-10-01 00:00:00+00:00,301.1417847,290.213562,81.95227814,38.09999466
2006-10-02 00:00:00+00:00,297.7889709,286.2821045,91.51264191,40.51973343
